trainfn,actfn1,actfn2,errfn,PerfTrain,PerfTest,PerfValidate,PerfTotal,Neurons,Slno
trainlm,logsig,tansig,crossentropy,68.75,33.3333333333333,33.3333333333333,59.0909090909091,16,426
trainbfg,tansig,logsig,crossentropy,56.25,66.6666666666667,66.6666666666667,59.0909090909091,18,502
trainbfg,logsig,logsig,sse,75,0,33.3333333333333,59.0909090909091,19,524
trainbfg,tansig,logsig,sse,68.75,33.3333333333333,33.3333333333333,59.0909090909091,19,529
trainlm,tansig,purelin,crossentropy,68.75,33.3333333333333,33.3333333333333,59.0909090909091,19,541
trainbfg,logsig,purelin,crossentropy,62.5,66.6666666666667,33.3333333333333,59.0909090909091,20,546
trainbfg,logsig,logsig,sse,62.5,66.6666666666667,33.3333333333333,59.0909090909091,20,556
trainlm,logsig,tansig,crossentropy,50,100,33.3333333333333,54.5454545454545,3,10
trainbfg,logsig,logsig,sse,50,100,33.3333333333333,54.5454545454545,3,12
trainlm,logsig,tansig,sse,50,100,33.3333333333333,54.5454545454545,3,14
trainbfg,tansig,logsig,sse,50,100,33.3333333333333,54.5454545454545,3,17
trainbfg,tansig,softmax,sse,62.5,0,66.6666666666667,54.5454545454545,3,18
trainbfg,tansig,softmax,crossentropy,62.5,0,66.6666666666667,54.5454545454545,3,20
trainbfg,tansig,logsig,crossentropy,43.75,66.6666666666667,100,54.5454545454545,3,22
trainlm,tansig,tansig,sse,50,100,33.3333333333333,54.5454545454545,3,30
trainbfg,tansig,logsig,sse,56.25,66.6666666666667,33.3333333333333,54.5454545454545,6,113
trainbfg,tansig,purelin,crossentropy,62.5,33.3333333333333,33.3333333333333,54.5454545454545,8,171
trainbfg,tansig,softmax,crossentropy,43.75,100,66.6666666666667,54.5454545454545,8,180
trainbfg,tansig,tansig,sse,62.5,66.6666666666667,0,54.5454545454545,8,183
trainbfg,tansig,tansig,sse,56.25,66.6666666666667,33.3333333333333,54.5454545454545,9,215
trainlm,logsig,logsig,crossentropy,50,66.6666666666667,66.6666666666667,54.5454545454545,9,224
trainbfg,tansig,purelin,crossentropy,43.75,100,66.6666666666667,54.5454545454545,10,235
trainbfg,tansig,logsig,sse,56.25,66.6666666666667,33.3333333333333,54.5454545454545,10,241
trainbfg,tansig,logsig,crossentropy,56.25,66.6666666666667,33.3333333333333,54.5454545454545,10,246
trainbfg,tansig,tansig,sse,56.25,66.6666666666667,33.3333333333333,54.5454545454545,10,247
trainlm,tansig,softmax,crossentropy,50,66.6666666666667,66.6666666666667,54.5454545454545,10,250
trainbfg,tansig,logsig,crossentropy,43.75,100,66.6666666666667,54.5454545454545,13,342
trainlm,tansig,tansig,crossentropy,43.75,100,66.6666666666667,54.5454545454545,13,351
trainbfg,logsig,purelin,crossentropy,50,66.6666666666667,66.6666666666667,54.5454545454545,14,354
trainlm,logsig,tansig,crossentropy,50,66.6666666666667,66.6666666666667,54.5454545454545,14,362
trainlm,logsig,purelin,sse,50,66.6666666666667,66.6666666666667,54.5454545454545,14,371
trainlm,logsig,purelin,crossentropy,56.25,33.3333333333333,66.6666666666667,54.5454545454545,16,422
trainbfg,tansig,purelin,crossentropy,68.75,0,33.3333333333333,54.5454545454545,16,427
trainbfg,logsig,softmax,crossentropy,62.5,66.6666666666667,0,54.5454545454545,17,455
trainbfg,tansig,purelin,crossentropy,62.5,66.6666666666667,0,54.5454545454545,17,459
trainbfg,logsig,softmax,sse,62.5,66.6666666666667,0,54.5454545454545,17,463
trainlm,logsig,softmax,sse,62.5,66.6666666666667,0,54.5454545454545,17,464
trainbfg,tansig,softmax,sse,62.5,66.6666666666667,0,54.5454545454545,17,466
trainbfg,tansig,softmax,crossentropy,62.5,66.6666666666667,0,54.5454545454545,17,468
trainlm,tansig,softmax,sse,62.5,66.6666666666667,0,54.5454545454545,17,469
trainlm,logsig,softmax,crossentropy,62.5,66.6666666666667,0,54.5454545454545,17,473
trainlm,tansig,softmax,crossentropy,62.5,66.6666666666667,0,54.5454545454545,17,474
trainbfg,tansig,purelin,crossentropy,50,66.6666666666667,66.6666666666667,54.5454545454545,18,491
trainbfg,tansig,softmax,sse,50,66.6666666666667,66.6666666666667,54.5454545454545,18,498
trainbfg,tansig,softmax,crossentropy,50,66.6666666666667,66.6666666666667,54.5454545454545,18,500
trainlm,tansig,softmax,sse,50,66.6666666666667,66.6666666666667,54.5454545454545,18,501
trainlm,tansig,softmax,crossentropy,50,66.6666666666667,66.6666666666667,54.5454545454545,18,506
trainbfg,tansig,softmax,sse,62.5,33.3333333333333,33.3333333333333,54.5454545454545,19,530
trainlm,logsig,tansig,crossentropy,50,66.6666666666667,66.6666666666667,54.5454545454545,20,554
trainbfg,tansig,logsig,sse,56.25,66.6666666666667,33.3333333333333,54.5454545454545,20,561
trainbfg,logsig,purelin,sse,56.25,33.3333333333333,33.3333333333333,50,3,1
trainbfg,logsig,purelin,crossentropy,43.75,66.6666666666667,66.6666666666667,50,3,2
trainbfg,tansig,tansig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,3,3
trainbfg,logsig,tansig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,3,4
trainbfg,logsig,tansig,sse,43.75,66.6666666666667,66.6666666666667,50,3,9
trainbfg,tansig,purelin,crossentropy,56.25,33.3333333333333,33.3333333333333,50,3,11
trainbfg,tansig,tansig,sse,43.75,66.6666666666667,66.6666666666667,50,3,23
trainbfg,tansig,purelin,sse,56.25,33.3333333333333,33.3333333333333,50,3,24
trainbfg,logsig,logsig,crossentropy,43.75,66.6666666666667,66.6666666666667,50,3,27
trainbfg,logsig,purelin,sse,37.5,100,66.6666666666667,50,4,33
trainbfg,logsig,purelin,crossentropy,62.5,0,33.3333333333333,50,4,34
trainbfg,tansig,tansig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,4,35
trainbfg,logsig,tansig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,4,36
trainlm,logsig,purelin,crossentropy,37.5,100,66.6666666666667,50,4,38
trainbfg,logsig,softmax,crossentropy,37.5,100,66.6666666666667,50,4,39
trainbfg,logsig,tansig,sse,43.75,66.6666666666667,66.6666666666667,50,4,41
trainbfg,logsig,softmax,sse,37.5,100,66.6666666666667,50,4,47
trainlm,logsig,softmax,sse,37.5,100,66.6666666666667,50,4,48
trainlm,logsig,purelin,sse,37.5,100,66.6666666666667,50,4,51
trainbfg,tansig,logsig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,4,54
trainlm,logsig,softmax,crossentropy,37.5,100,66.6666666666667,50,4,57
trainbfg,logsig,logsig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,4,59
trainlm,tansig,tansig,sse,50,33.3333333333333,66.6666666666667,50,4,62
trainlm,tansig,tansig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,4,63
trainbfg,logsig,purelin,crossentropy,50,33.3333333333333,66.6666666666667,50,5,66
trainbfg,tansig,tansig,crossentropy,62.5,0,33.3333333333333,50,5,67
trainbfg,logsig,tansig,crossentropy,62.5,0,33.3333333333333,50,5,68
trainlm,logsig,logsig,sse,62.5,0,33.3333333333333,50,5,69
trainlm,tansig,logsig,sse,62.5,0,33.3333333333333,50,5,72
trainbfg,logsig,tansig,sse,62.5,0,33.3333333333333,50,5,73
trainlm,logsig,tansig,crossentropy,62.5,0,33.3333333333333,50,5,74
trainbfg,tansig,purelin,crossentropy,50,33.3333333333333,66.6666666666667,50,5,75
trainbfg,logsig,logsig,sse,62.5,0,33.3333333333333,50,5,76
trainlm,logsig,tansig,sse,62.5,0,33.3333333333333,50,5,78
trainbfg,tansig,logsig,sse,62.5,0,33.3333333333333,50,5,81
trainbfg,tansig,logsig,crossentropy,62.5,0,33.3333333333333,50,5,86
trainbfg,logsig,logsig,crossentropy,62.5,0,33.3333333333333,50,5,91
trainlm,tansig,tansig,sse,62.5,0,33.3333333333333,50,5,94
trainlm,tansig,tansig,crossentropy,62.5,0,33.3333333333333,50,5,95
trainbfg,logsig,purelin,crossentropy,43.75,33.3333333333333,100,50,6,98
trainbfg,logsig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,6,100
trainbfg,logsig,tansig,sse,50,33.3333333333333,66.6666666666667,50,6,105
trainbfg,tansig,purelin,crossentropy,56.25,66.6666666666667,0,50,6,107
trainbfg,tansig,logsig,crossentropy,50,33.3333333333333,66.6666666666667,50,6,118
trainbfg,tansig,tansig,sse,50,66.6666666666667,33.3333333333333,50,6,119
trainbfg,logsig,logsig,crossentropy,50,33.3333333333333,66.6666666666667,50,6,123
trainbfg,logsig,purelin,crossentropy,43.75,66.6666666666667,66.6666666666667,50,7,130
trainbfg,tansig,tansig,crossentropy,37.5,66.6666666666667,100,50,7,131
trainbfg,logsig,tansig,crossentropy,37.5,66.6666666666667,100,50,7,132
trainbfg,logsig,tansig,sse,37.5,66.6666666666667,100,50,7,137
trainbfg,logsig,logsig,sse,62.5,33.3333333333333,0,50,7,140
trainbfg,tansig,logsig,crossentropy,37.5,66.6666666666667,100,50,7,150
trainbfg,logsig,logsig,crossentropy,37.5,66.6666666666667,100,50,7,155
trainbfg,logsig,purelin,crossentropy,43.75,66.6666666666667,66.6666666666667,50,8,162
trainbfg,tansig,tansig,crossentropy,43.75,33.3333333333333,100,50,8,163
trainlm,logsig,logsig,sse,56.25,66.6666666666667,0,50,8,165
trainlm,tansig,logsig,sse,56.25,66.6666666666667,0,50,8,168
trainbfg,logsig,tansig,sse,56.25,66.6666666666667,0,50,8,169
trainbfg,logsig,logsig,sse,56.25,66.6666666666667,0,50,8,172
trainbfg,logsig,logsig,crossentropy,43.75,33.3333333333333,100,50,8,187
trainbfg,logsig,purelin,crossentropy,43.75,100,33.3333333333333,50,9,194
trainbfg,tansig,tansig,crossentropy,50,66.6666666666667,33.3333333333333,50,9,195
trainbfg,logsig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,9,196
trainlm,logsig,logsig,sse,50,66.6666666666667,33.3333333333333,50,9,197
trainlm,tansig,logsig,sse,50,66.6666666666667,33.3333333333333,50,9,200
trainbfg,logsig,tansig,sse,50,66.6666666666667,33.3333333333333,50,9,201
trainlm,logsig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,9,202
trainbfg,tansig,purelin,crossentropy,43.75,100,33.3333333333333,50,9,203
trainbfg,logsig,logsig,sse,50,66.6666666666667,33.3333333333333,50,9,204
trainbfg,tansig,logsig,sse,50,66.6666666666667,33.3333333333333,50,9,209
trainbfg,tansig,logsig,crossentropy,50,33.3333333333333,66.6666666666667,50,9,214
trainbfg,logsig,logsig,crossentropy,50,33.3333333333333,66.6666666666667,50,9,219
trainlm,tansig,tansig,sse,50,33.3333333333333,66.6666666666667,50,9,222
trainlm,tansig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,9,223
trainbfg,logsig,purelin,crossentropy,56.25,33.3333333333333,33.3333333333333,50,10,226
trainbfg,tansig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,10,227
trainbfg,logsig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,10,228
trainlm,logsig,logsig,sse,50,66.6666666666667,33.3333333333333,50,10,229
trainbfg,logsig,tansig,sse,50,66.6666666666667,33.3333333333333,50,10,233
trainlm,logsig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,10,234
trainbfg,logsig,logsig,sse,50,66.6666666666667,33.3333333333333,50,10,236
trainlm,logsig,tansig,sse,50,66.6666666666667,33.3333333333333,50,10,238
trainbfg,logsig,logsig,crossentropy,50,33.3333333333333,66.6666666666667,50,10,251
trainlm,tansig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,10,255
trainbfg,tansig,tansig,crossentropy,43.75,66.6666666666667,66.6666666666667,50,11,259
trainbfg,logsig,tansig,crossentropy,43.75,66.6666666666667,66.6666666666667,50,11,260
trainbfg,tansig,purelin,crossentropy,50,33.3333333333333,66.6666666666667,50,11,267
trainbfg,tansig,tansig,sse,56.25,33.3333333333333,33.3333333333333,50,11,279
trainbfg,logsig,logsig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,11,283
trainbfg,tansig,tansig,crossentropy,50,66.6666666666667,33.3333333333333,50,12,291
trainbfg,logsig,tansig,crossentropy,50,66.6666666666667,33.3333333333333,50,12,292
trainbfg,logsig,tansig,sse,50,66.6666666666667,33.3333333333333,50,12,297
trainlm,logsig,tansig,crossentropy,50,66.6666666666667,33.3333333333333,50,12,298
trainbfg,tansig,logsig,sse,50,66.6666666666667,33.3333333333333,50,12,305
trainbfg,tansig,logsig,crossentropy,50,66.6666666666667,33.3333333333333,50,12,310
trainbfg,tansig,tansig,sse,50,66.6666666666667,33.3333333333333,50,12,311
trainbfg,logsig,logsig,crossentropy,50,66.6666666666667,33.3333333333333,50,12,315
trainbfg,logsig,purelin,crossentropy,62.5,0,33.3333333333333,50,13,322
trainbfg,tansig,tansig,crossentropy,62.5,0,33.3333333333333,50,13,323
trainbfg,logsig,tansig,crossentropy,62.5,0,33.3333333333333,50,13,324
trainbfg,logsig,softmax,crossentropy,37.5,100,66.6666666666667,50,13,327
trainbfg,logsig,tansig,sse,62.5,0,33.3333333333333,50,13,329
trainbfg,logsig,softmax,sse,37.5,100,66.6666666666667,50,13,335
trainlm,logsig,softmax,sse,37.5,100,66.6666666666667,50,13,336
trainbfg,tansig,softmax,sse,37.5,100,66.6666666666667,50,13,338
trainbfg,tansig,softmax,crossentropy,37.5,100,66.6666666666667,50,13,340
trainlm,tansig,softmax,sse,37.5,100,66.6666666666667,50,13,341
trainlm,logsig,softmax,crossentropy,37.5,100,66.6666666666667,50,13,345
trainlm,tansig,softmax,crossentropy,37.5,100,66.6666666666667,50,13,346
trainbfg,logsig,logsig,crossentropy,62.5,0,33.3333333333333,50,13,347
trainbfg,tansig,tansig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,14,355
trainbfg,logsig,tansig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,14,356
trainlm,logsig,logsig,sse,43.75,66.6666666666667,66.6666666666667,50,14,357
trainbfg,logsig,softmax,crossentropy,43.75,66.6666666666667,66.6666666666667,50,14,359
trainlm,tansig,logsig,sse,56.25,33.3333333333333,33.3333333333333,50,14,360
trainbfg,logsig,tansig,sse,56.25,33.3333333333333,33.3333333333333,50,14,361
trainbfg,tansig,purelin,crossentropy,56.25,33.3333333333333,33.3333333333333,50,14,363
trainbfg,logsig,logsig,sse,56.25,33.3333333333333,33.3333333333333,50,14,364
trainbfg,tansig,logsig,sse,56.25,33.3333333333333,33.3333333333333,50,14,369
trainbfg,tansig,logsig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,14,374
trainbfg,tansig,tansig,sse,56.25,33.3333333333333,33.3333333333333,50,14,375
trainbfg,logsig,logsig,crossentropy,56.25,33.3333333333333,33.3333333333333,50,14,379
trainlm,tansig,tansig,crossentropy,43.75,66.6666666666667,66.6666666666667,50,14,383
trainlm,logsig,logsig,crossentropy,43.75,66.6666666666667,66.6666666666667,50,14,384
trainbfg,logsig,purelin,crossentropy,62.5,0,33.3333333333333,50,15,386
trainbfg,tansig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,15,387
trainbfg,logsig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,15,388
trainbfg,logsig,tansig,sse,50,33.3333333333333,66.6666666666667,50,15,393
trainlm,logsig,tansig,crossentropy,50,66.6666666666667,33.3333333333333,50,15,394
trainbfg,tansig,logsig,crossentropy,50,33.3333333333333,66.6666666666667,50,15,406
trainbfg,logsig,logsig,crossentropy,50,33.3333333333333,66.6666666666667,50,15,411
trainbfg,logsig,purelin,crossentropy,37.5,100,66.6666666666667,50,16,418
trainbfg,tansig,tansig,crossentropy,37.5,100,66.6666666666667,50,16,419
trainbfg,logsig,tansig,crossentropy,37.5,100,66.6666666666667,50,16,420
trainlm,logsig,purelin,sse,37.5,100,66.6666666666667,50,16,435
trainbfg,tansig,logsig,crossentropy,37.5,100,66.6666666666667,50,16,438
trainbfg,logsig,logsig,crossentropy,37.5,100,66.6666666666667,50,16,443
trainbfg,logsig,purelin,crossentropy,43.75,33.3333333333333,100,50,17,450
trainbfg,tansig,tansig,crossentropy,43.75,33.3333333333333,100,50,17,451
trainbfg,logsig,tansig,crossentropy,43.75,33.3333333333333,100,50,17,452
trainlm,logsig,tansig,crossentropy,43.75,33.3333333333333,100,50,17,458
trainlm,logsig,tansig,sse,43.75,33.3333333333333,100,50,17,462
trainbfg,tansig,logsig,crossentropy,43.75,33.3333333333333,100,50,17,470
trainbfg,logsig,logsig,crossentropy,43.75,33.3333333333333,100,50,17,475
trainlm,tansig,tansig,sse,43.75,33.3333333333333,100,50,17,478
trainlm,tansig,tansig,crossentropy,43.75,33.3333333333333,100,50,17,479
trainbfg,logsig,purelin,crossentropy,37.5,100,66.6666666666667,50,18,482
trainbfg,tansig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,18,483
trainbfg,logsig,tansig,sse,50,66.6666666666667,33.3333333333333,50,18,489
trainlm,logsig,tansig,sse,50,33.3333333333333,66.6666666666667,50,18,494
trainbfg,tansig,tansig,sse,50,33.3333333333333,66.6666666666667,50,18,503
trainbfg,logsig,purelin,crossentropy,37.5,100,66.6666666666667,50,19,514
trainbfg,logsig,tansig,crossentropy,37.5,100,66.6666666666667,50,19,516
trainlm,logsig,logsig,sse,62.5,0,33.3333333333333,50,19,517
trainbfg,logsig,softmax,crossentropy,37.5,100,66.6666666666667,50,19,519
trainlm,tansig,logsig,sse,62.5,0,33.3333333333333,50,19,520
trainbfg,logsig,tansig,sse,37.5,100,66.6666666666667,50,19,521
trainbfg,tansig,purelin,crossentropy,62.5,0,33.3333333333333,50,19,523
trainlm,tansig,logsig,crossentropy,62.5,0,33.3333333333333,50,19,525
trainlm,logsig,tansig,sse,37.5,100,66.6666666666667,50,19,526
trainbfg,logsig,softmax,sse,37.5,100,66.6666666666667,50,19,527
trainlm,logsig,softmax,sse,37.5,100,66.6666666666667,50,19,528
trainlm,logsig,purelin,sse,37.5,100,66.6666666666667,50,19,531
trainlm,tansig,softmax,sse,62.5,0,33.3333333333333,50,19,533
trainlm,logsig,softmax,crossentropy,37.5,100,66.6666666666667,50,19,537
trainbfg,logsig,logsig,crossentropy,37.5,100,66.6666666666667,50,19,539
trainlm,tansig,purelin,sse,37.5,100,66.6666666666667,50,19,540
trainlm,logsig,logsig,crossentropy,62.5,0,33.3333333333333,50,19,544
trainbfg,logsig,tansig,crossentropy,50,33.3333333333333,66.6666666666667,50,20,548
trainbfg,logsig,tansig,sse,50,66.6666666666667,33.3333333333333,50,20,553
trainbfg,tansig,purelin,crossentropy,56.25,33.3333333333333,33.3333333333333,50,20,555
trainbfg,tansig,logsig,crossentropy,50,33.3333333333333,66.6666666666667,50,20,566
trainbfg,tansig,tansig,sse,50,66.6666666666667,33.3333333333333,50,20,567
trainbfg,logsig,logsig,crossentropy,50,33.3333333333333,66.6666666666667,50,20,571
trainbfg,tansig,tansig,sse,56.25,0,33.3333333333333,45.4545454545455,5,87
trainbfg,tansig,tansig,crossentropy,43.75,33.3333333333333,66.6666666666667,45.4545454545455,6,99
trainbfg,tansig,tansig,sse,31.25,66.6666666666667,100,45.4545454545455,7,151
trainbfg,logsig,tansig,crossentropy,37.5,33.3333333333333,100,45.4545454545455,8,164
trainbfg,tansig,logsig,crossentropy,37.5,33.3333333333333,100,45.4545454545455,8,182
trainlm,logsig,tansig,sse,43.75,33.3333333333333,66.6666666666667,45.4545454545455,9,206
trainlm,logsig,tansig,sse,43.75,33.3333333333333,66.6666666666667,45.4545454545455,11,270
trainbfg,tansig,logsig,crossentropy,43.75,33.3333333333333,66.6666666666667,45.4545454545455,11,278
trainlm,tansig,tansig,sse,37.5,66.6666666666667,66.6666666666667,45.4545454545455,14,382
trainbfg,tansig,purelin,crossentropy,31.25,100,66.6666666666667,45.4545454545455,15,395
trainlm,tansig,tansig,sse,50,33.3333333333333,33.3333333333333,45.4545454545455,15,414
trainbfg,logsig,tansig,sse,37.5,33.3333333333333,100,45.4545454545455,17,457
trainbfg,logsig,tansig,crossentropy,50,33.3333333333333,33.3333333333333,45.4545454545455,18,484
trainbfg,logsig,logsig,crossentropy,37.5,33.3333333333333,100,45.4545454545455,18,507
trainbfg,tansig,tansig,crossentropy,37.5,100,33.3333333333333,45.4545454545455,19,515
trainbfg,tansig,logsig,crossentropy,50,33.3333333333333,33.3333333333333,45.4545454545455,19,534
trainbfg,tansig,tansig,sse,37.5,100,33.3333333333333,45.4545454545455,19,535
trainbfg,tansig,purelin,sse,56.25,33.3333333333333,0,45.4545454545455,19,536
trainbfg,tansig,tansig,sse,43.75,33.3333333333333,33.3333333333333,40.9090909090909,4,55
trainbfg,logsig,purelin,crossentropy,37.5,66.6666666666667,33.3333333333333,40.9090909090909,11,258
trainbfg,tansig,purelin,crossentropy,50,0,33.3333333333333,40.9090909090909,13,331
trainlm,tansig,purelin,crossentropy,37.5,33.3333333333333,66.6666666666667,40.9090909090909,16,445
trainbfg,tansig,tansig,sse,31.25,33.3333333333333,100,40.9090909090909,17,471
trainbfg,tansig,tansig,crossentropy,37.5,33.3333333333333,66.6666666666667,40.9090909090909,20,547
trainbfg,tansig,purelin,crossentropy,37.5,33.3333333333333,33.3333333333333,36.3636363636364,7,139
trainbfg,logsig,softmax,crossentropy,25,66.6666666666667,66.6666666666667,36.3636363636364,8,167
trainlm,logsig,softmax,sse,43.75,0,33.3333333333333,36.3636363636364,11,272
trainlm,logsig,purelin,sse,43.75,0,33.3333333333333,36.3636363636364,11,275
trainlm,tansig,purelin,sse,43.75,0,33.3333333333333,36.3636363636364,11,284
trainbfg,logsig,purelin,crossentropy,50,0,0,36.3636363636364,12,290
trainlm,tansig,logsig,crossentropy,43.75,33.3333333333333,0,36.3636363636364,12,301
trainlm,tansig,tansig,sse,37.5,66.6666666666667,0,36.3636363636364,12,318
trainbfg,tansig,tansig,sse,50,0,0,36.3636363636364,13,343
trainbfg,logsig,softmax,sse,37.5,33.3333333333333,33.3333333333333,36.3636363636364,14,367
trainlm,logsig,softmax,sse,37.5,33.3333333333333,33.3333333333333,36.3636363636364,14,368
trainbfg,tansig,softmax,sse,25,100,33.3333333333333,36.3636363636364,14,370
trainbfg,tansig,softmax,crossentropy,25,100,33.3333333333333,36.3636363636364,14,372
trainlm,tansig,softmax,sse,25,100,33.3333333333333,36.3636363636364,14,373
trainlm,logsig,softmax,crossentropy,37.5,33.3333333333333,33.3333333333333,36.3636363636364,14,377
trainlm,tansig,softmax,crossentropy,25,100,33.3333333333333,36.3636363636364,14,378
trainbfg,tansig,tansig,sse,37.5,33.3333333333333,33.3333333333333,36.3636363636364,15,407
trainbfg,tansig,purelin,sse,25,66.6666666666667,33.3333333333333,31.8181818181818,14,376
